"","sample","predicted_tf","deconv_tool","tumor_type","regions","seq_depth","seq_method","mixture_type","expected_tf"
"14210","healthy_merged_BRCA_0.001_310000000_rep9",0.0302978070450551,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.001
"14211","healthy_merged_BRCA_0.003_310000000_rep1",0.0308799322214856,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.003
"14212","healthy_merged_BRCA_0.003_310000000_rep10",0.0288446157812581,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.003
"14213","healthy_merged_BRCA_0.003_310000000_rep2",0.0290212771695754,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.003
"14214","healthy_merged_BRCA_0.003_310000000_rep3",0.0324297289204738,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.003
"14215","healthy_merged_BRCA_0.003_310000000_rep4",0.0316215171491923,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.003
"14216","healthy_merged_BRCA_0.003_310000000_rep5",0.0309458386871637,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.003
"14217","healthy_merged_BRCA_0.003_310000000_rep6",0.0328574087567404,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.003
"14218","healthy_merged_BRCA_0.003_310000000_rep7",0.030855727410789,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.003
"14219","healthy_merged_BRCA_0.003_310000000_rep8",0.0325394339137467,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.003
"14220","healthy_merged_BRCA_0.003_310000000_rep9",0.0257965183750845,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.003
"14221","healthy_merged_BRCA_0.007_310000000_rep1",0.0345336456623358,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.007
"14222","healthy_merged_BRCA_0.007_310000000_rep10",0.0404639487948397,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.007
"14223","healthy_merged_BRCA_0.007_310000000_rep2",0.0373294912585742,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.007
"14224","healthy_merged_BRCA_0.007_310000000_rep3",0.0373304345305559,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.007
"14225","healthy_merged_BRCA_0.007_310000000_rep4",0.0386787368512684,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.007
"14226","healthy_merged_BRCA_0.007_310000000_rep5",0.0367288645020244,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.007
"14227","healthy_merged_BRCA_0.007_310000000_rep6",0.0375529728454249,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.007
"14228","healthy_merged_BRCA_0.007_310000000_rep7",0.0362928659988909,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.007
"14229","healthy_merged_BRCA_0.007_310000000_rep8",0.0350876542827415,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.007
"14230","healthy_merged_BRCA_0.007_310000000_rep9",0.0374497442909471,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.007
"14231","healthy_merged_BRCA_0.01_310000000_rep1",0.04238857693307,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.01
"14232","healthy_merged_BRCA_0.01_310000000_rep10",0.0440399839085259,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.01
"14233","healthy_merged_BRCA_0.01_310000000_rep2",0.0411965443407096,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.01
"14234","healthy_merged_BRCA_0.01_310000000_rep3",0.0418828402595765,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.01
"14235","healthy_merged_BRCA_0.01_310000000_rep4",0.0409310659793381,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.01
"14236","healthy_merged_BRCA_0.01_310000000_rep5",0.0439384376196984,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.01
"14237","healthy_merged_BRCA_0.01_310000000_rep6",0.0437805153554955,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.01
"14238","healthy_merged_BRCA_0.01_310000000_rep7",0.0410610507721464,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.01
"14239","healthy_merged_BRCA_0.01_310000000_rep8",0.0417640290636908,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.01
"14240","healthy_merged_BRCA_0.01_310000000_rep9",0.0408758602603439,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.01
"14241","healthy_merged_BRCA_0.025_310000000_rep1",0.0710237867768594,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.025
"14242","healthy_merged_BRCA_0.025_310000000_rep10",0.0727233698819666,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.025
"14243","healthy_merged_BRCA_0.025_310000000_rep2",0.0692544305202591,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.025
"14244","healthy_merged_BRCA_0.025_310000000_rep3",0.0700566841497032,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.025
"14245","healthy_merged_BRCA_0.025_310000000_rep4",0.071273408714396,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.025
"14246","healthy_merged_BRCA_0.025_310000000_rep5",0.0714487175439895,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.025
"14247","healthy_merged_BRCA_0.025_310000000_rep6",0.0657567533981958,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.025
"14248","healthy_merged_BRCA_0.025_310000000_rep7",0.0685668101117468,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.025
"14249","healthy_merged_BRCA_0.025_310000000_rep8",0.0750255731074889,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.025
"14250","healthy_merged_BRCA_0.025_310000000_rep9",0.0716880680839928,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.025
"14251","healthy_merged_BRCA_0.05_310000000_rep1",0.121291236463466,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.05
"14252","healthy_merged_BRCA_0.05_310000000_rep10",0.113115513165055,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.05
"14253","healthy_merged_BRCA_0.05_310000000_rep2",0.11706928889994,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.05
"14254","healthy_merged_BRCA_0.05_310000000_rep3",0.115435059575808,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.05
"14255","healthy_merged_BRCA_0.05_310000000_rep4",0.117820630730481,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.05
"14256","healthy_merged_BRCA_0.05_310000000_rep5",0.118095731784201,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.05
"14257","healthy_merged_BRCA_0.05_310000000_rep6",0.116813739327895,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.05
"14258","healthy_merged_BRCA_0.05_310000000_rep7",0.11760065647678,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.05
"14259","healthy_merged_BRCA_0.05_310000000_rep8",0.120204612710282,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.05
"14260","healthy_merged_BRCA_0.05_310000000_rep9",0.116319502885288,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.05
"14261","healthy_merged_BRCA_0.1_310000000_rep1",0.212277582035502,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.1
"14262","healthy_merged_BRCA_0.1_310000000_rep10",0.211835120168121,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.1
"14263","healthy_merged_BRCA_0.1_310000000_rep2",0.207939827956273,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.1
"14264","healthy_merged_BRCA_0.1_310000000_rep3",0.211550013807941,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.1
"14265","healthy_merged_BRCA_0.1_310000000_rep4",0.213189492955838,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.1
"14266","healthy_merged_BRCA_0.1_310000000_rep5",0.210549794829866,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.1
"14267","healthy_merged_BRCA_0.1_310000000_rep6",0.210501959308792,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.1
"14268","healthy_merged_BRCA_0.1_310000000_rep7",0.20800096949726,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.1
"14269","healthy_merged_BRCA_0.1_310000000_rep8",0.209135108918055,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.1
"14270","healthy_merged_BRCA_0.1_310000000_rep9",0.211882781309118,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.1
"14271","healthy_merged_BRCA_0.25_310000000_rep1",0.496477334941887,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.25
"14272","healthy_merged_BRCA_0.25_310000000_rep10",0.492898406267751,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.25
"14273","healthy_merged_BRCA_0.25_310000000_rep2",0.500501429153741,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.25
"14274","healthy_merged_BRCA_0.25_310000000_rep3",0.496874039464348,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.25
"14275","healthy_merged_BRCA_0.25_310000000_rep4",0.492797294724973,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.25
"14276","healthy_merged_BRCA_0.25_310000000_rep5",0.494757805715137,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.25
"14277","healthy_merged_BRCA_0.25_310000000_rep6",0.497093968556218,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.25
"14278","healthy_merged_BRCA_0.25_310000000_rep7",0.491656328368806,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.25
"14279","healthy_merged_BRCA_0.25_310000000_rep8",0.492664701385901,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.25
"14280","healthy_merged_BRCA_0.25_310000000_rep9",0.493553508103041,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.25
"14281","healthy_merged_BRCA_0.5_310000000_rep1",0.996504839245513,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.5
"14282","healthy_merged_BRCA_0.5_310000000_rep10",0.991733077800911,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.5
"14283","healthy_merged_BRCA_0.5_310000000_rep2",0.99731362926632,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.5
"14284","healthy_merged_BRCA_0.5_310000000_rep3",1,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.5
"14285","healthy_merged_BRCA_0.5_310000000_rep4",0.996030818436842,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.5
"14286","healthy_merged_BRCA_0.5_310000000_rep5",0.995154106421953,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.5
"14287","healthy_merged_BRCA_0.5_310000000_rep6",0.996367929923475,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.5
"14288","healthy_merged_BRCA_0.5_310000000_rep7",0.990143638028187,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.5
"14289","healthy_merged_BRCA_0.5_310000000_rep8",0.998564205852507,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.5
"14290","healthy_merged_BRCA_0.5_310000000_rep9",0.998414897263782,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0.5
"14291","healthy_merged_BRCA_0_310000000_rep1",0.0224816606354373,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0
"14292","healthy_merged_BRCA_0_310000000_rep10",0.0261004468951947,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0
"14293","healthy_merged_BRCA_0_310000000_rep2",0.0233592026637578,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0
"14294","healthy_merged_BRCA_0_310000000_rep3",0.0250289506239282,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0
"14295","healthy_merged_BRCA_0_310000000_rep4",0.0244570565682595,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0
"14296","healthy_merged_BRCA_0_310000000_rep5",0.0243771343091316,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0
"14297","healthy_merged_BRCA_0_310000000_rep6",0.0242522988722502,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0
"14298","healthy_merged_BRCA_0_310000000_rep7",0.0237635452033359,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0
"14299","healthy_merged_BRCA_0_310000000_rep8",0.0253444254754905,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0
"14300","healthy_merged_BRCA_0_310000000_rep9",0.0257134881763783,"MeDeCom","BRCA","rrbs20-200","310M","wgbs","in_silico",0
"14301","healthy_merged_LUAD_0.0001_310000000_rep1",0.0386,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",1e-04
"14302","healthy_merged_LUAD_0.0001_310000000_rep10",0.0373,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",1e-04
"14303","healthy_merged_LUAD_0.0001_310000000_rep2",0.0373,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",1e-04
"14304","healthy_merged_LUAD_0.0001_310000000_rep3",0.0386,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",1e-04
"14305","healthy_merged_LUAD_0.0001_310000000_rep4",0.0387,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",1e-04
"14306","healthy_merged_LUAD_0.0001_310000000_rep5",0.0365,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",1e-04
"14307","healthy_merged_LUAD_0.0001_310000000_rep6",0.0362,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",1e-04
"14308","healthy_merged_LUAD_0.0001_310000000_rep7",0.039,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",1e-04
"14309","healthy_merged_LUAD_0.0001_310000000_rep8",0.0368,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",1e-04
"14310","healthy_merged_LUAD_0.0001_310000000_rep9",0.0397,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",1e-04
"14311","healthy_merged_LUAD_0.001_310000000_rep1",0.0395,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.001
"14312","healthy_merged_LUAD_0.001_310000000_rep10",0.0385,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.001
"14313","healthy_merged_LUAD_0.001_310000000_rep2",0.0373,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.001
"14314","healthy_merged_LUAD_0.001_310000000_rep3",0.0392,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.001
"14315","healthy_merged_LUAD_0.001_310000000_rep4",0.0376,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.001
"14316","healthy_merged_LUAD_0.001_310000000_rep5",0.0398,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.001
"14317","healthy_merged_LUAD_0.001_310000000_rep6",0.0398,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.001
"14318","healthy_merged_LUAD_0.001_310000000_rep7",0.0391,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.001
"14319","healthy_merged_LUAD_0.001_310000000_rep8",0.0368,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.001
"14320","healthy_merged_LUAD_0.001_310000000_rep9",0.0389,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.001
"14321","healthy_merged_LUAD_0.003_310000000_rep1",0.0426,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.003
"14322","healthy_merged_LUAD_0.003_310000000_rep10",0.0439,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.003
"14323","healthy_merged_LUAD_0.003_310000000_rep2",0.042,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.003
"14324","healthy_merged_LUAD_0.003_310000000_rep3",0.0434,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.003
"14325","healthy_merged_LUAD_0.003_310000000_rep4",0.046,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.003
"14326","healthy_merged_LUAD_0.003_310000000_rep5",0.0452,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.003
"14327","healthy_merged_LUAD_0.003_310000000_rep6",0.0425,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.003
"14328","healthy_merged_LUAD_0.003_310000000_rep7",0.0433,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.003
"14329","healthy_merged_LUAD_0.003_310000000_rep8",0.0418,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.003
"14330","healthy_merged_LUAD_0.003_310000000_rep9",0.0442,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.003
"14331","healthy_merged_LUAD_0.007_310000000_rep1",0.05,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.007
"14332","healthy_merged_LUAD_0.007_310000000_rep10",0.0546,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.007
"14333","healthy_merged_LUAD_0.007_310000000_rep2",0.0507,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.007
"14334","healthy_merged_LUAD_0.007_310000000_rep3",0.0512,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.007
"14335","healthy_merged_LUAD_0.007_310000000_rep4",0.0508,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.007
"14336","healthy_merged_LUAD_0.007_310000000_rep5",0.0509,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.007
"14337","healthy_merged_LUAD_0.007_310000000_rep6",0.0498,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.007
"14338","healthy_merged_LUAD_0.007_310000000_rep7",0.0511,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.007
"14339","healthy_merged_LUAD_0.007_310000000_rep8",0.0532,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.007
"14340","healthy_merged_LUAD_0.007_310000000_rep9",0.0527,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.007
"14341","healthy_merged_LUAD_0.01_310000000_rep1",0.057,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.01
"14342","healthy_merged_LUAD_0.01_310000000_rep10",0.058,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.01
"14343","healthy_merged_LUAD_0.01_310000000_rep2",0.0578,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.01
"14344","healthy_merged_LUAD_0.01_310000000_rep3",0.0577,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.01
"14345","healthy_merged_LUAD_0.01_310000000_rep4",0.057,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.01
"14346","healthy_merged_LUAD_0.01_310000000_rep5",0.0597,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.01
"14347","healthy_merged_LUAD_0.01_310000000_rep6",0.0592,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.01
"14348","healthy_merged_LUAD_0.01_310000000_rep7",0.0579,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.01
"14349","healthy_merged_LUAD_0.01_310000000_rep8",0.0561,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.01
"14350","healthy_merged_LUAD_0.01_310000000_rep9",0.0579,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.01
"14351","healthy_merged_LUAD_0.025_310000000_rep1",0.088,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.025
"14352","healthy_merged_LUAD_0.025_310000000_rep10",0.0893,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.025
"14353","healthy_merged_LUAD_0.025_310000000_rep2",0.0885,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.025
"14354","healthy_merged_LUAD_0.025_310000000_rep3",0.0871,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.025
"14355","healthy_merged_LUAD_0.025_310000000_rep4",0.087,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.025
"14356","healthy_merged_LUAD_0.025_310000000_rep5",0.0873,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.025
"14357","healthy_merged_LUAD_0.025_310000000_rep6",0.0884,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.025
"14358","healthy_merged_LUAD_0.025_310000000_rep7",0.0878,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.025
"14359","healthy_merged_LUAD_0.025_310000000_rep8",0.0851,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.025
"14360","healthy_merged_LUAD_0.025_310000000_rep9",0.0874,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.025
"14361","healthy_merged_LUAD_0.05_310000000_rep1",0.1399,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.05
"14362","healthy_merged_LUAD_0.05_310000000_rep10",0.1381,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.05
"14363","healthy_merged_LUAD_0.05_310000000_rep2",0.1346,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.05
"14364","healthy_merged_LUAD_0.05_310000000_rep3",0.1385,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.05
"14365","healthy_merged_LUAD_0.05_310000000_rep4",0.1411,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.05
"14366","healthy_merged_LUAD_0.05_310000000_rep5",0.1387,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.05
"14367","healthy_merged_LUAD_0.05_310000000_rep6",0.1428,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.05
"14368","healthy_merged_LUAD_0.05_310000000_rep7",0.1407,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.05
"14369","healthy_merged_LUAD_0.05_310000000_rep8",0.1398,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.05
"14370","healthy_merged_LUAD_0.05_310000000_rep9",0.1376,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.05
"14371","healthy_merged_LUAD_0.1_310000000_rep1",0.2365,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.1
"14372","healthy_merged_LUAD_0.1_310000000_rep10",0.2386,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.1
"14373","healthy_merged_LUAD_0.1_310000000_rep2",0.2371,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.1
"14374","healthy_merged_LUAD_0.1_310000000_rep3",0.2387,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.1
"14375","healthy_merged_LUAD_0.1_310000000_rep4",0.2383,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.1
"14376","healthy_merged_LUAD_0.1_310000000_rep5",0.2385,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.1
"14377","healthy_merged_LUAD_0.1_310000000_rep6",0.2358,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.1
"14378","healthy_merged_LUAD_0.1_310000000_rep7",0.2387,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.1
"14379","healthy_merged_LUAD_0.1_310000000_rep8",0.2346,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.1
"14380","healthy_merged_LUAD_0.1_310000000_rep9",0.2371,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.1
"14381","healthy_merged_LUAD_0.25_310000000_rep1",0.5287,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.25
"14382","healthy_merged_LUAD_0.25_310000000_rep10",0.5276,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.25
"14383","healthy_merged_LUAD_0.25_310000000_rep2",0.5299,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.25
"14384","healthy_merged_LUAD_0.25_310000000_rep3",0.5269,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.25
"14385","healthy_merged_LUAD_0.25_310000000_rep4",0.5249,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.25
"14386","healthy_merged_LUAD_0.25_310000000_rep5",0.5229,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.25
"14387","healthy_merged_LUAD_0.25_310000000_rep6",0.5279,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.25
"14388","healthy_merged_LUAD_0.25_310000000_rep7",0.5254,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.25
"14389","healthy_merged_LUAD_0.25_310000000_rep8",0.5319,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.25
"14390","healthy_merged_LUAD_0.25_310000000_rep9",0.5272,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.25
"14391","healthy_merged_LUAD_0.5_310000000_rep1",0.9972,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.5
"14392","healthy_merged_LUAD_0.5_310000000_rep10",0.9966,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.5
"14393","healthy_merged_LUAD_0.5_310000000_rep2",0.9924,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.5
"14394","healthy_merged_LUAD_0.5_310000000_rep3",0.9994,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.5
"14395","healthy_merged_LUAD_0.5_310000000_rep4",0.9943,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.5
"14396","healthy_merged_LUAD_0.5_310000000_rep5",0.9981,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.5
"14397","healthy_merged_LUAD_0.5_310000000_rep6",1,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.5
"14398","healthy_merged_LUAD_0.5_310000000_rep7",0.9922,"PRMeth_RF","LUAD","rrbs20-200","310M","wgbs","in_silico",0.5
