"","sample","predicted_tf","deconv_tool","tumor_type","regions","seq_depth","seq_method","mixture_type","expected_tf"
"3956","healthy_NBL_0_20000000_rep5",0,"MeDeCom","NBL","CpGIslands","20M","cfrrbs","in_silico",0
"3957","healthy_NBL_0_20000000_rep6",0,"MeDeCom","NBL","CpGIslands","20M","cfrrbs","in_silico",0
"3958","healthy_NBL_0_20000000_rep7",0.0023077315368758,"MeDeCom","NBL","CpGIslands","20M","cfrrbs","in_silico",0
"3959","healthy_NBL_0_20000000_rep8",0.0001622645586674,"MeDeCom","NBL","CpGIslands","20M","cfrrbs","in_silico",0
"3960","healthy_NBL_0_20000000_rep9",0,"MeDeCom","NBL","CpGIslands","20M","cfrrbs","in_silico",0
"3961","healthy_PC_0.0001_10000000_rep1",0.0034,"PRMeth_RF","PC","CpGIslands","15M","rrbs","in_silico",1e-04
"3962","healthy_PC_0.0001_10000000_rep10",0.0126,"PRMeth_RF","PC","CpGIslands","15M","rrbs","in_silico",1e-04
"3963","healthy_PC_0.0001_10000000_rep2",0.0033,"PRMeth_RF","PC","CpGIslands","15M","rrbs","in_silico",1e-04
"3964","healthy_PC_0.0001_10000000_rep3",0.0072,"PRMeth_RF","PC","CpGIslands","15M","rrbs","in_silico",1e-04
"3965","healthy_PC_0.0001_10000000_rep4",7e-04,"PRMeth_RF","PC","CpGIslands","15M","rrbs","in_silico",1e-04
"3966","healthy_PC_0.0001_10000000_rep5",0.0031,"PRMeth_RF","PC","CpGIslands","15M","rrbs","in_silico",1e-04
"3967","healthy_PC_0.0001_10000000_rep6",0,"PRMeth_RF","PC","CpGIslands","15M","rrbs","in_silico",1e-04
"3968","healthy_PC_0.0001_10000000_rep7",0,"PRMeth_RF","PC","CpGIslands","15M","rrbs","in_silico",1e-04
"3969","healthy_PC_0.0001_10000000_rep8",0.0043,"PRMeth_RF","PC","CpGIslands","15M","rrbs","in_silico",1e-04
"3970","healthy_PC_0.0001_10000000_rep9",0.0119,"PRMeth_RF","PC","CpGIslands","15M","rrbs","in_silico",1e-04
"3971","healthy_PC_0.001_10000000_rep1",0.0157,"PRMeth_RF","PC","CpGIslands","15M","rrbs","in_silico",0.001
"3972","healthy_PC_0.001_10000000_rep10",0.0042,"PRMeth_RF","PC","CpGIslands","15M","rrbs","in_silico",0.001
"3973","healthy_PC_0.001_10000000_rep2",0.0115,"PRMeth_RF","PC","CpGIslands","15M","rrbs","in_silico",0.001
"3974","healthy_PC_0.001_10000000_rep3",0.0138,"PRMeth_RF","PC","CpGIslands","15M","rrbs","in_silico",0.001
"3975","healthy_PC_0.001_10000000_rep4",0.013,"PRMeth_RF","PC","CpGIslands","15M","rrbs","in_silico",0.001
"3976","healthy_PC_0.001_10000000_rep5",0.0174,"PRMeth_RF","PC","CpGIslands","15M","rrbs","in_silico",0.001
"3977","healthy_PC_0.001_10000000_rep6",0.0062,"PRMeth_RF","PC","CpGIslands","15M","rrbs","in_silico",0.001
